Title,Release Year,Rating,Genre,Country
The Office,2005,8.9,Comedy,USA
Sarang,1998,3.7,Drama,South Korea
Taco Chronicles,2019,7.8,Documentary,USA
Ruptures,2016,7.8,Drama,Canada
Kamini,2019,5.1,Horror,India
Carnivàle,2003,8.4,Drama| Fantasy| Mystery| Thriller,USA
Inside No. 9,2014,8.5,Comedy| Drama| Horror,UK
Spider-Man Unlimited,1999,6.4,Action| Family| Adventure| Animation| Thriller| Crime| Sci-Fi,USA
The Dangerous Book for Boys,2018,5.9,Adventure| Comedy| Drama| Family,USA
Royal Pains,2009,7.0,Comedy| Drama,USA
Alias,2001,7.6,Action| Drama| Mystery| Sci-Fi| Thriller,USA
The Killer Closer,2018,5.4,Crime,USA
Survivor's Remorse,2014,6.9,Drama,USA
Unsub,1989,8.0,Mystery| Thriller,USA
Marimar,1994,6.5,Drama| Romance,Mexico
UnSuper,2016,9.0,Action| Comedy| Sci-Fi,USA
Raptured,2011,7.7,Comedy| Sci-Fi| Thriller,UK
Blue Code,2017,5.1,Drama,Czech Republic
Selena + Chef,2020,8.5,Reality-TV,USA
Carter,2018,6.5,Comedy| Crime| Drama| Mystery,Canada
High Maintenance,2016,8.0,Comedy| Drama,USA
Blue Mountain State,2010,8.3,Comedy| Sport,Canada
Star Tech,2016,8.8,Sci-Fi| Talk-Show,Croatia
Gargoyles,1994,8.1,Animation| Action| Adventure| Comedy| Crime| Drama| Family| Fantasy| Mystery| Romance| Thriller,USA
MADtv,1995,7.2,Comedy| Reality-TV| Talk-Show,USA
Unsupervised,2012,7.3,Animation| Comedy,USA
X-Men: Evolution,2000,7.9,Animation| Action| Drama| Fantasy| Romance| Sci-Fi| Thriller,USA
Survivors,2008,7.6,Drama| Sci-Fi,UK
Web Therapy,2011,6.6,Comedy,USA
Motives & Murders: Cracking the Case,2012,6.9,Documentary| Crime| Drama,USA
Miss Sherlock,2018,7.1,Crime| Drama| Mystery,Japan
Greek,2007,7.5,Comedy| Drama,USA
Hip-Hop Evolution,2016,8.4,Documentary| Music,Canada
Cristina's Court,2006,4.7,Reality-TV,USA
Desus & Mero,2016,8.2,Talk-Show,USA
Trial & Retribution,1997,7.6,Crime| Drama| Mystery,UK
Mock & Sweet,1986,8.3,Animation| Adventure| Fantasy,Japan
Infanity,2005,4.6,Documentary,USA
Splatter,2009,3.2,Horror,USA
Monk,2002,8.0,Comedy| Crime| Drama| Mystery,USA
Motive,2013,7.4,Crime| Drama| Mystery| Thriller,Canada
Couples Therapy,2019,7.5,Reality-TV,USA
Get Organized with the Home Edit,2020,5.0,Reality-TV,USA
The State,1994,8.3,Comedy,USA
I Love Lucy,1951,8.4,Comedy| Family,USA
Trial & Error: Mystery Now,2017,7.2,Comedy| Mystery,USA
Infinity Train,2019,8.4,Animation| Action| Adventure| Comedy| Drama| Family| Fantasy| Mystery| Romance| Sci-Fi| Thriller,USA
The Homes,2011,8.3,Drama,USA
Trial & Error,2017,8.0,Comedy| Mystery,USA
Crunch,2006,7.8,Family,Canada
Cubed,2009,3.4,Comedy| Sport,USA
Decisiones,2005,7.6,Drama| Romance,Mexico
Coupled,2016,7.0,Reality-TV,USA
The A Word,2016,7.8,Drama,UK
Beware the Batman,2013,7.3,Animation| Action| Adventure| Drama| Sci-Fi,USA
Trial by Media,2020,7.2,Documentary| Crime,USA
Easy,2016,6.9,Comedy,USA
Stå op,2008,7.4,Comedy,Denmark
United We Fall,2020,5.9,Comedy,USA
Franzi,2009,7.9,Comedy,Germany
Unforgettable,2011,6.7,Crime| Drama| Mystery,USA
Andra,1976,7.2,Sci-Fi,Australia
Dream Corp LLC,2016,7.1,Comedy,USA
The Bletchley Circle: San Francisco,2018,6.9,Crime| Drama| Mystery,UK
Skins,2011,8.2,Drama,UK
Diagnoza,2017,6.4,Drama,Poland
At Home with Amy Sedaris,2017,7.6,Comedy,USA
Detectorists,2014,8.6,Comedy,UK
Selection Day,2018,7.3,Sport,India
Complexe G,2014,8.3,Comedy,Canada
Everybody Hates Chris,2005,7.4,Comedy| Drama| Music,USA
Neat,2004,7.2,Reality-TV,Canada
Joey,2004,6.0,Comedy| Romance,USA
Hey Arnold!,1996,7.6,Animation| Comedy| Drama| Family,USA
Frankie Drake Mysteries,2019,6.7,Crime| Drama| Mystery,Canada
The Bletchley Circle,2012,7.9,Crime| Drama| Mystery| Thriller,UK
Corp & Anam,2011,7.7,Crime,Ireland
Final Fu,2006,5.9,Action| Sport,USA
Greek Games,2004,5.6,Comedy,USA
Sweetbitter,2018,7.0,Drama,USA
Man & Beast with Martin Clunes,2015,7.5,Documentary,UK
Flashpoint,2008,7.7,Action| Adventure| Crime| Drama| Thriller,Canada
All About The Washingtons,2018,4.2,Comedy| Music,USA
Samurai Champloo,2005,8.5,Animation| Action| Adventure| Comedy| Drama| Thriller,Japan
Toren C,2008,7.8,Comedy| Drama,Netherlands
Whitechapel,2009,7.9,Crime| Mystery| Thriller,UK
Hardy Bucks,2010,8.2,Comedy,Ireland
Transplantes,2019,9.2,Documentary,Brazil
Lex,2008,6.0,Comedy| Drama,Spain
Cram,2003,7.6,Family| Game-Show,USA
Odisseia,2013,8.6,Comedy| Drama,Portugal
Hellmates,2017,5.9,Comedy,Canada
Transplant,2020,7.8,Drama,Canada
The Moodys,2019,6.7,Comedy,USA
Police Squad!,1982,8.4,Comedy| Crime,USA
Lexx,1997,7.3,Action| Adventure| Comedy| Drama| Fantasy| Sci-Fi,Canada
Snoopy in Space,2019,7.8,Animation| Short| Adventure| Comedy| Family| Sci-Fi,Canada
Alys Robi,1994,6.9,Documentary| Biography,Canada
Downey,1994,3.8,Talk-Show,USA
Living Undocumented,2019,6.4,Documentary,USA
Craig of the Creek,2018,7.4,Animation| Short| Adventure| Comedy| Drama| Family,USA
Squinters,2018,6.3,Comedy| Drama| Romance,Australia
Gold Digger,2019,6.6,Thriller,UK
Bolice,2015,8.9,Action| Comedy| Crime,Tunisia
Trinkets,2019,7.1,Comedy| Crime| Drama,USA
Outsourced,2010,7.5,Comedy,USA
Police & Thief,2004,4.7,Comedy,Singapore
Hellcats,2010,6.7,Comedy| Drama,USA
The Woman in White,2018,6.8,Drama| Mystery| Thriller,UK
Grappa,2006,4.6,Comedy,Belgium
Carole & Tuesday,2019,7.9,Animation| Drama| Music| Sci-Fi,Japan
Spectros,2020,4.5,Fantasy| Thriller,Brazil
Tugs,1989,8.6,Adventure| Family,UK
Baptiste,2020,7.2,Crime| Drama| Thriller,UK
Copper,2012,7.5,Action| Drama,USA
Drug Wars,2015,4.8,Documentary,USA
Family Reunion,2019,6.4,Comedy,USA
Money Honey,2019,7.8,Crime| Mystery| Thriller,Bangladesh
Younger,2015,7.8,Comedy| Romance,USA
Youngers,2013,6.6,Comedy| Drama,UK
Baskets,2016,7.5,Comedy| Drama,USA
Marvel Anime,2010,6.9,Animation| Sci-Fi,Japan
Coppers,2010,8.5,Documentary,UK
This Close,2018,7.3,Drama,USA
Holey Moley,2019,7.0,Game-Show| Reality-TV,USA
Sherman's Showcase,2019,5.6,Comedy| Music,USA
3Below: Tales of Arcadia,2018,7.8,Animation| Action| Adventure| Comedy| Family| Fantasy| Sci-Fi,USA
Deadwax,2018,6.7,Horror| Music| Mystery| Thriller,USA
Motherland,2016,7.6,Comedy,UK
Filthy Rich,2020,5.8,Drama,USA
Ihni,2007,8.0,Crime,Greece
Phineas and Ferb,2007,7.9,Animation| Action| Comedy| Family| Musical| Sci-Fi,USA
Comedy Showcase,2007,6.8,Comedy,UK
Queer Eye: We're in Japan!,2019,8.3,Reality-TV,USA
Queer Eye,2018,8.5,Reality-TV,USA
RuPaul's Drag Race All Stars,2012,8.5,Reality-TV,USA
Star Racer,2006,7.6,Reality-TV,Canada
A.P. Bio,2018,7.3,Comedy,USA
Leverage,2008,7.9,Crime| Mystery| Thriller,USA
The Hunt for the Trump Tapes,2018,3.0,Documentary,USA
Ed Edd n Eddy,1999,7.4,Animation| Comedy| Family,Canada
Curry & Chips,1969,6.8,Comedy,UK
On the Spectrum,2018,8.4,Comedy| Drama,Israel
Filthy Rich & Catflap,1987,7.1,Comedy,UK
Gypsy,2017,6.9,Drama| Thriller,USA
Slasher,2016,6.7,Crime| Drama| Horror| Mystery| Thriller,Canada
Magnum P.I.,1980,7.5,Action| Adventure| Crime| Drama| Mystery,USA
MacGyver,1985,7.7,Action| Adventure| Crime| Drama,USA
Black. White.,2006,5.8,Drama| Reality-TV,USA
Beatless,2018,5.6,Animation| Action| Drama| Romance| Sci-Fi,Japan
Adam Ruins Everything,2015,8.0,Animation| Comedy| History| News| Talk-Show,USA
Brockmire,2017,8.0,Comedy| Drama| Sport,USA
Love on the Spectrum,2020,8.6,Documentary| Reality-TV| Romance,Australia
Midori Days,2004,7.3,Animation| Comedy| Drama| Fantasy| Romance,Japan
Kyle XY,2006,7.5,Drama| Mystery| Romance| Sci-Fi,Canada
You vs. Wild,2019,6.7,Adventure| Reality-TV,USA
Here's Lucy,1968,6.9,Comedy,USA
Encore!,2019,7.5,Musical| Reality-TV,USA
Ren & Stimpy 'Adult Party Cartoon',2003,5.6,Animation| Comedy| Horror,Canada
Aída,2005,6.5,Comedy,Spain
Zone stad,2003,6.6,Crime| Drama,Belgium
Stargate: Atlantis,2004,8.1,Action| Adventure| Drama| Sci-Fi,Canada
Adam & Ève,2012,5.4,Comedy,Canada
Hedz,2007,7.9,Comedy| Family,UK
Lorena,2019,7.1,Documentary| Crime,USA
Labyrint,2007,6.5,Drama| Mystery,Sweden
Static Shock,2000,7.3,Animation| Action| Adventure| Family| Sci-Fi,USA
Vira Lata,1996,4.8,Comedy| Drama| Romance,Brazil
Archer,2009,8.6,Animation| Action| Comedy,USA
Lavirint,2002,9.0,Thriller,Serbia and Montenegro
Ultimate Spider-Man,2012,7.1,Animation| Action| Adventure| Comedy| Sci-Fi,USA
Review,2014,8.4,Comedy,USA
re:View,2016,8.4,Comedy| Talk-Show,USA
Bullproof,2011,7.9,Action| Reality-TV,USA
Joe Pera Talks with You,2018,8.7,Comedy,USA
Charlie Jade,2005,7.2,Drama| Fantasy| Mystery| Sci-Fi,South Africa
Freud,2020,6.5,Biography| Crime| History| Thriller,Austria
Vida,2018,7.2,Drama,USA
Shameless,2011,8.6,Comedy| Drama,USA
Stolberg,2006,6.5,Crime| Drama| Thriller,Germany
Bulle,2020,8.2,Drama,Switzerland
Hung,2009,7.1,Comedy| Drama,USA
The Carmichael Show,2015,7.7,Comedy,USA
Born This Way,2015,8.3,Comedy| Drama| Reality-TV,USA
Flight of the Conchords,2007,8.5,Comedy| Music| Musical,USA
The Opposition with Jordan Klepper,2017,6.0,Comedy| News| Talk-Show,USA
Rooms,1974,7.5,Drama,UK
Daytime Divas,2017,6.4,Comedy| Drama,USA
Prime Suspect,1992,8.4,Crime| Drama| Mystery| Thriller,UK
Real Love,2004,8.2,Drama| Romance,Mexico
Happyland,2014,6.4,Comedy| Drama,USA
Room 104,2017,6.1,Comedy| Drama| Fantasy| Horror| Mystery| Sci-Fi| Thriller,USA
The Ren & Stimpy Show,1991,7.5,Animation| Adventure| Comedy| Drama,USA
Suspects,2014,7.0,Crime| Mystery,UK
Biggleton,2017,7.2,Comedy| Drama| Family,UK
Money Barn,2013,4.4,Reality-TV,USA
Alice & Zouroku,2017,6.7,Animation| Adventure| Drama| Fantasy| Mystery,Japan
Being Mary Jane,2013,7.5,Drama| Romance| Thriller,USA
Four More Shots Please,2019,6.8,Comedy| Drama| Romance,India
This Way Up,2019,7.8,Comedy,UK
Mary + Jane,2016,5.6,Comedy,USA
Santa Clarita Diet,2017,7.8,Comedy| Horror,USA
Cross Wits,1985,5.8,Game-Show,UK
Peep Show,2003,8.6,Comedy,UK
Zalim,2003,4.0,Adventure,Turkey
Indian Matchmaking,2020,6.2,Reality-TV| Romance,USA
Monty Python's Flying Circus,1969,8.8,Comedy,UK
Minty,1998,8.7,Comedy,Australia
Queen Sugar,2016,7.6,Drama,USA
Pawn Queens,2010,4.7,Reality-TV,USA
My Little Pony: Friendship Is Magic,2010,7.6,Animation| Adventure| Comedy| Drama| Family| Fantasy| Musical| Sci-Fi,USA
Roswell,1999,7.5,Drama| Mystery| Sci-Fi| Thriller,USA
Mr. Show with Bob and David,1995,8.3,Comedy,USA
The Trade,2018,7.2,Documentary,USA
The Red Line,2019,5.5,Crime| Drama,USA
Monty,1994,4.1,Comedy| Talk-Show,USA
Betch,2015,7.2,Comedy,USA
Merlina,1983,7.6,Adventure| Crime| Family| Mystery,Belgium
Gordon Ramsay: Uncharted,2019,7.8,Adventure| Reality-TV,USA
Seiren,2017,5.7,Animation| Comedy| Drama| Romance,Japan
Bramwell,1995,8.0,Drama,UK
Lady Dynamite,2016,7.4,Comedy,USA
Bassie & Adriaan,1978,7.4,Adventure| Comedy| Crime| Drama| Family| Musical,Netherlands
Rubí,2004,8.1,Drama| Mystery| Romance,Mexico
Difficult People,2015,7.0,Comedy,USA
Nobodies,2017,5.5,Comedy,USA
Merlí,2015,8.6,Comedy| Drama| Romance,Spain
Beecham House,2020,6.6,Drama,UK
Spaced,1999,8.6,Action| Comedy,UK
Lazy Me,2012,8.3,Short| Comedy,USA
Faith,2012,8.2,Drama| Fantasy| History,South Korea
Survive,2020,6.0,Short| Adventure| Drama| Thriller,USA
Fallen Cards,2014,5.4,Action| Drama| Fantasy,USA
Merlin,2009,7.9,Adventure| Drama| Fantasy,UK
Keeping Faith,2018,7.1,Drama| Mystery| Thriller,UK
Primeval,2008,7.3,Action| Adventure| Drama| Fantasy| Mystery| Sci-Fi| Thriller,UK
Rubicon,2010,7.9,Crime| Drama| Mystery| Thriller,USA
No Activity,2017,6.7,Comedy,USA
Rubi,1968,7.6,Drama| Romance| Thriller,Mexico
Being Human,2011,7.5,Drama| Fantasy| Horror,Canada
The Adventures of McGraw,1957,8.1,Crime| Drama,USA
Summer Days,2014,5.2,Comedy| Family,Israel
Dates,2013,7.5,Drama| Romance,UK
Teresa,2011,7.7,Drama| Romance,Mexico
Sex Explained,2020,6.9,Documentary,USA
Casual,2015,7.5,Comedy| Drama,USA
First Day,2010,8.4,Comedy,USA
Strathblair,1992,6.2,Drama,UK
Not Safe with Nikki Glaser,2016,6.6,Comedy| Reality-TV| Talk-Show,USA
Sanders Shorts,2013,6.8,Comedy| Music| Musical,USA
Girl Cave,2017,7.8,Comedy| Drama| Family,Germany
Wet & Waan,2000,7.5,Drama,Netherlands
Mariah's World,2016,5.1,Documentary| Music,USA
Sex & Violence,2013,8.2,Drama,Canada
Tiara Girls,2006,5.0,Reality-TV,USA
Impractical Jokers,2011,8.6,Comedy| Reality-TV,USA
Wet Hot American Summer: First Day of Camp,2015,7.4,Comedy,USA
Mary Kills People,2017,7.5,Drama,Canada
Street Food Around the World,2014,7.2,Documentary| Reality-TV,USA
Harlots,2017,7.7,Drama,UK
Rote Rosen,2006,2.8,Drama,Germany
Comedians in Cars Getting Coffee,2012,8.1,Comedy| Talk-Show,USA
Alphas,2011,7.2,Action| Drama| Sci-Fi| Thriller,USA
Sex & More,2005,5.4,Comedy| Drama| Romance,Germany
Shrill,2019,7.4,Comedy,USA
Stingers,1998,7.1,Crime| Drama| Mystery,Australia
Farscape,1999,8.3,Action| Adventure| Drama| Sci-Fi,Australia
Faros,2007,3.1,Drama| Mystery| Romance,Greece
Nico à Noite,2011,3.6,Talk-Show,Portugal
The Chief,1990,6.7,Drama,UK
The Chef Show,2019,8.2,Documentary,USA
Ringer,2011,6.9,Crime| Drama| Mystery| Thriller,USA
The Fellows,1967,6.4,Crime| Drama,UK
Stranger,2017,8.6,Crime| Drama| Mystery| Thriller,South Korea
Graves,2016,6.5,Comedy,USA
White Dragon,2019,6.3,Crime| Drama| Thriller,UK
Crazy Delicious,2020,6.7,Documentary| Game-Show,UK
Cheers,1982,7.8,Comedy| Drama,USA
The Letdown,2017,7.5,Comedy,Australia
Sabrina the Teenage Witch,1996,6.6,Comedy| Family| Fantasy,USA
Fortitude,2015,7.4,Drama| Horror| Mystery| Thriller,UK
The Hurler,2013,8.2,Comedy,Ireland
Valley of the Boom,2019,6.5,Drama| History,USA
Daly Grind,2020,6.1,Comedy,UK
3%,2016,7.4,Action| Drama| Sci-Fi| Thriller,Brazil
Romeu & Romeu,2016,7.7,Comedy| Drama| Romance,Brazil
Those Who Can't,2016,7.1,Comedy,USA
Monstresses,2013,8.0,Crime,USA
Hyde & Seek,2016,7.2,Drama,Australia
Berman & Berman,2002,7.4,Talk-Show,USA
Foyle's War,2003,8.4,Crime| Drama| Mystery| War,UK
The Lowe Files,2017,6.8,Reality-TV,USA
Love Love?,2004,4.0,Animation| Comedy| Romance,Japan
Rome,2005,8.7,Action| Drama| History| Romance| War,UK
Rüya,2017,5.4,Family| Romance,Turkey
Ryan & Tatum: The O'Neals,2011,6.3,Reality-TV,USA
Insajder,2002,8.0,Documentary,Federal Republic of Yugoslavia
Boks,2006,5.6,Action| Crime| Drama,Netherlands
Dani's House,2008,5.9,Comedy| Family| Fantasy,UK
Solved,2008,8.0,Documentary| Crime,USA
Ryan & Ruby,2013,3.1,Short| Comedy,USA
Bosch,2014,8.4,Crime| Drama,USA
Invader ZIM,2001,8.3,Animation| Action| Adventure| Comedy| Drama| Family| Horror| Sci-Fi,USA
One Day at a Time,2017,8.2,Comedy,USA
Schooled,2019,6.9,Comedy,USA
Ryan Hansen Solves Crimes on Television,2017,7.0,Action| Comedy| Crime| Mystery,USA
Mistresses,2013,7.1,Drama| Romance| Thriller,USA
Most Dangerous Game,2020,7.3,Short| Action| Thriller,USA
Level E,2011,6.8,Animation| Comedy| Sci-Fi,Japan
Claws,2017,7.3,Comedy| Crime| Drama,USA
C.B. Strike,2018,7.9,Crime| Drama| Mystery| Thriller,UK
Cooper Barrett's Guide to Surviving Life,2016,6.3,Comedy,USA
NCIS: Los Angeles,2009,6.7,Action| Crime| Drama,USA
Alan Young,1958,5.4,Comedy,UK
The Increasingly Poor Decisions of Todd Margaret,2010,7.6,Comedy,USA
Suburgatory,2011,7.2,Comedy,USA
UnREAL,2015,7.8,Drama,USA
Smash,2012,7.7,Drama| Musical,USA
DuckTales,1987,8.1,Animation| Adventure| Comedy| Family,USA
The Quad,2017,6.5,Drama| Romance,USA
Dangerous Moms,2019,7.3,Comedy,Spain
Quads!,2001,6.1,Animation| Comedy,Canada
The Division,2001,6.5,Crime| Drama| Mystery| Thriller,USA
Leila,2019,4.7,Drama| Sci-Fi,India
Angie Tribeca,2016,7.0,Action| Comedy| Crime| Mystery,USA
Aggretsuko,2018,8.0,Animation| Comedy| Drama| Music| Musical| Romance,Japan
The Chalet,2018,7.0,Drama| Mystery| Thriller,France
Tiswas,1974,8.2,Family,UK
LOL: Last One Laughing Australia,2020,6.4,Comedy| Reality-TV,Australia
The Widower,2013,7.3,Crime| Drama| Thriller,UK
Luther,2010,8.5,Crime| Drama| Mystery| Thriller,UK
Another Period,2013,7.2,Comedy| History,USA
L.O.L,2002,5.5,Comedy,UK
Seven Ages,2000,7.4,Documentary,Ireland
Bron/Broen,2011,8.6,Crime| Mystery| Thriller,Sweden
Animals.,2016,7.3,Animation| Comedy,USA
Matarife,2020,7.1,Documentary| Crime| History,Colombia
lol:-),2011,3.8,Comedy,Canada
Bellevue,2018,6.4,Drama| Mystery| Thriller,Canada
Reef Break,2019,5.9,Crime| Drama,France
This Is Us,2016,8.7,Comedy| Drama| Romance,USA
Of Kings and Prophets,2016,6.1,Drama,USA
Kevin from Work,2015,6.5,Comedy,USA
The Star Wars Show,2016,8.0,Short| Sci-Fi| Talk-Show,USA
The Bounder,1982,6.6,Comedy,UK
Hagen,1980,6.4,Drama| Crime,USA
Projekt X,1997,8.6,Comedy,Austria
The Mindy Project,2012,7.4,Comedy,USA
Unforgotten,2018,8.2,Crime| Drama| Mystery,UK
The Shield,2002,8.7,Crime| Drama| Thriller,USA
Haven,2010,7.5,Crime| Drama| Fantasy| Horror| Mystery| Sci-Fi| Thriller,Canada
Dips,2018,7.9,Comedy,Sweden
World on Fire,2020,7.2,Drama| War,UK
Pandemic: How to Prevent an Outbreak,2020,6.3,Documentary,USA
Extras,2005,8.3,Comedy| Drama,UK
Majika,2006,7.5,Adventure| Drama| Fantasy| Romance,Philippines
Damages,2007,8.1,Crime| Drama| Mystery| Thriller,USA
The Living and the Dead,2016,7.5,Drama| Horror| Thriller,UK
2 Dope Queens,2018,5.5,Comedy| Talk-Show,USA
Living the Dream,2017,6.6,Comedy| Drama,UK
V,2009,6.8,Drama| Sci-Fi| Thriller,USA
Sunday Night,1988,9.2,Music,USA
Pandu,2019,8.7,Comedy,India
The Woodlies,2012,7.3,Animation,Australia
Tracey Ullman's Show,2016,7.1,Comedy,UK
Dirty Money,2018,8.1,Documentary| Crime,USA
Strange Dawn,2000,5.8,Animation| Action| Adventure| Drama| Fantasy| War,Japan
Extra Gear,2016,5.9,Comedy| Talk-Show,UK
Zenimation,2020,7.2,Animation| Short| Family,USA
Trying,2020,7.5,Comedy,UK
Pearson,2019,6.8,Drama,USA
Astronomy Club,2019,6.9,Comedy,USA
Teen Titans,2003,7.8,Animation| Action| Adventure| Thriller,USA
Black Cat,2005,7.1,Animation| Action| Crime| Mystery,Japan
Perception,2012,7.5,Crime| Drama| Mystery| Thriller,USA
Jamel comedy club,2006,7.6,Comedy,France
Flack,2019,6.9,Comedy| Drama,UK
Teen Titans Go!,2013,5.3,Animation| Short| Adventure| Comedy| Family| Sci-Fi,USA
Jessica & Krystal,2014,7.9,Reality-TV,South Korea
The Sketch Show,2001,8.2,Comedy,UK
Modern Family,2009,8.4,Comedy| Drama| Romance,USA
Lahfa,2015,6.9,Comedy| Musical,Egypt
Drunk History: UK,2015,6.8,Comedy| History,UK
Saltön,2005,6.1,Drama,Sweden
Fast & Furious Spy Racers,2019,5.3,Animation| Action| Crime| Family,USA
Salem,2014,7.1,Drama| Fantasy| Horror| Thriller,USA
Jeff & Some Aliens,2017,8.0,Animation| Comedy| Sci-Fi,USA
Borgen,2011,8.5,Drama,Denmark
Kids Like You,1984,5.9,Comedy| Family| Fantasy| Music| Musical| Mystery,USA
Jeff & Ravi Fail History,2011,7.8,Adventure| Comedy| Sci-Fi,USA
Tonia & Friends,2016,9.4,Talk-Show,USA
Crowded,2016,6.4,Comedy,USA
Drunk History,2013,7.8,Comedy| History,USA
Klump,2018,7.6,Animation,Germany
Council of Dads,2020,6.3,Drama,USA
Making the Cut,2020,6.7,Reality-TV,USA
Infested!,2011,7.4,Documentary,UK
Floor is Lava,2020,5.2,Game-Show| Reality-TV,USA
Switched at Birth,2011,7.7,Drama| Family| Romance,USA
Jersey Shore Family Vacation,2018,6.7,Reality-TV,USA
Drama Queenz,2011,8.2,Comedy,USA
Eureka,2006,7.9,Adventure| Comedy| Drama| Romance| Sci-Fi,USA
Queen Sono,2020,5.9,Action| Crime| Drama| Thriller,South Africa
Jersey Shore,2009,3.6,Comedy| Drama| Reality-TV| Romance,USA
Bref.,2011,8.2,Comedy,France
Belgravia,2020,7.5,Drama| Romance,UK
Breeders,2020,7.2,Comedy,UK
Indebted,2020,4.4,Comedy,USA
Woops!,1992,7.1,Comedy,USA
Endeavor,2019,7.6,Sci-Fi,UK
Kali,2010,7.3,Action,France
The Path,2016,7.3,Drama,USA
Torrente,2008,7.2,Drama,Venezuela
Beugró,2007,8.6,Comedy,Hungary
The Halcyon,2017,7.4,Drama| War,UK
Dotto,1958,6.4,Game-Show,USA
Better Things,2016,7.8,Comedy| Drama,USA
American Playboy: The Hugh Hefner Story,2017,7.5,Documentary| Biography| Drama,USA
Planetar,2015,9.3,Animation,Romania
Blood and Water,2015,4.7,Crime| Drama,Canada
Bumerang,2005,5.7,Comedy,Croatia
Red Oaks,2014,7.9,Comedy| Drama| Sport,USA
Boomers,2014,6.8,Comedy,UK
Ángela,1998,8.0,Drama| Romance,Mexico
90210,2008,6.1,Comedy| Drama| Romance,USA
Bodo,2016,6.9,Biography| Drama| History,Poland
Booker,1989,6.2,Crime| Drama| Mystery,USA
Batman: The Animated Series,1992,9.0,Animation| Action| Adventure| Family| Sci-Fi,USA
Planet Earth,2007,9.4,Documentary,UK
Bloomers,2011,7.6,Comedy| Drama,USA
Fawlty Towers,1975,8.7,Comedy,UK
Chicago Justice,2017,6.8,Crime| Drama,USA
Love Island,2019,5.1,Reality-TV| Romance,UK
The Circus: Inside the Greatest Political Show on Earth,2016,7.0,Documentary,USA
Night & Day,2001,8.1,Drama,UK
Star of the Family,1982,7.2,Comedy,USA
Significant Mother,2015,6.0,Comedy,USA
Star vs. the Forces of Evil,2015,8.0,Animation| Action| Adventure| Comedy| Drama| Family| Fantasy| Sci-Fi| Thriller,USA
Sinif,2008,7.3,Drama,Turkey
Episodes,2011,7.8,Comedy,UK
The Hollow,2018,7.2,Animation| Drama| Family| Mystery| Sci-Fi,Canada
Dark Pool,2011,6.4,Sci-Fi,USA
Rel,2018,4.1,Comedy,USA
Sigtið,2006,8.5,Comedy,Iceland
Lost Girl,2010,7.7,Drama| Fantasy| Mystery| Romance,Canada
The Politics Show,2003,6.0,Documentary| News| Talk-Show,UK
The Jump,2016,7.5,Sport,USA
What Would Diplo Do?,2017,7.0,Comedy,USA
Call My Agent!,2015,8.3,Comedy,France
The Good Fight,2017,8.3,Crime| Drama,USA
Duncanville,2020,5.8,Animation| Comedy,USA
Buck James,1987,5.9,Drama,USA
Soda,2011,4.6,Comedy,France
Speeders,2007,5.8,Reality-TV,USA
Hebe,2019,7.3,Biography| Drama,Brazil
Veep,2012,8.3,Comedy,USA
Bones,2005,7.8,Comedy| Crime| Drama| Mystery| Romance,USA
Vienna Blood,2019,7.4,Crime| Drama| Mystery| Thriller,UK
Ground Floor,2013,7.3,Comedy,USA
Marvel's Hero Project,2019,6.2,Documentary,USA
Dirty John,2018,7.2,Crime| Drama,USA
Doctor Frost,2014,7.6,Crime,South Korea
Riddler,2013,7.4,Animation| Action,USA
Samurai Jack,2001,8.5,Animation| Action| Adventure| Drama| Fantasy| Sci-Fi| Thriller,USA
Always a Witch,2019,6.3,Drama| Fantasy,Colombia
Touch,2012,7.4,Drama| Mystery| Sci-Fi,USA
Ben Hall,1975,8.4,Biography| Drama,Australia
Psi,2014,8.3,Drama,Brazil
The Judds,2011,7.3,Documentary| Music| Reality-TV,USA
Killjoys,2015,7.2,Action| Adventure| Sci-Fi| Thriller,Canada
Tidying Up with Marie Kondo,2019,6.6,Reality-TV,USA
Garry Halliday,1959,8.7,Adventure| Family,UK
Darknet,2013,7.5,Horror| Thriller,Canada
Shiki,2010,7.7,Animation| Drama| Horror| Mystery| Thriller,Japan
Grand Army,2020,7.2,Drama,USA
Dark Net,2016,7.1,Documentary,USA
Japan Sinks: 2020,2020,6.5,Animation| Adventure| Drama| Sci-Fi,Japan
Gran,1982,8.0,Animation| Comedy| Drama,UK
Bunheads,2012,7.6,Comedy| Drama,USA
O Astro,2011,5.0,Drama,Brazil
Betrayal,2013,7.0,Drama,USA
Shin Chan,2016,8.6,Animation| Comedy,China
Bigheads,2017,5.3,Comedy| Game-Show,UK
One Dollar,2018,6.2,Drama| Mystery| Thriller,USA
The Wright Stuff,2000,4.8,Talk-Show,UK
Informer,2019,7.9,Crime| Drama| Thriller,UK
The Code,2014,7.4,Drama| Thriller,Australia
Gasaraki,1998,6.4,Animation| Action| Adventure| Sci-Fi,Japan
